name,brand,qualifier_data,qualifier_type,locality,street_name,distance,url,address_detail,geographic_county,postcode,administrative_boundary,telephone_number,feature_easting,feature_northing,pointx_classification_code,unique_reference_number,group_code,category_code,pointx_class_code,group,category,pointx_class
F Hinds Ltd,F Hinds,,,Exeter,Goldsmith Street,5.4,www.fhinds.co.uk,3,Devon,EX4 3EF,Exeter District,1392272737.0,291976.0,92680.0,9460659,48750561,09,46,0659,Retail,Clothing and accessories,Jewellery and fashion accessories
Accessorize,Monsoon,,,Exeter,High Street,23.6,uk.accessorize.com,14-15,Devon,EX4 3LH,Exeter District,1392425443.0,292202.0,92776.0,9460659,48754981,09,46,0659,Retail,Clothing and accessories,Jewellery and fashion accessories
Hartnell Fresh Foods,,,,Exeter,Longbrook Street,13.4,,40,Devon,EX4 6AE,Exeter District,1392272080.0,292319.5,92987.9,9470662,48766498,09,47,0662,Retail,"Food, drink and multi item retail",Butchers
Clarks,Clarks,,,Exeter,High Street,38.2,www.clarks.co.uk,233,Devon,EX4 3NE,Exeter District,1392271070.0,292099.1,92778.1,9460657,48758069,09,46,0657,Retail,Clothing and accessories,Footwear
Holland & Barrett,Holland & Barrett,,,Exeter,Bedford Street,16.1,www.hollandandbarrett.com,10,Devon,EX1 1LL,Exeter District,1392251590.0,292178.6,92687.6,9470672,48790480,09,47,0672,Retail,"Food, drink and multi item retail","Organic, health, gourmet and kosher foods"
WH Smith Ltd,WH Smith,,,Exeter,Guildhall Shopping Centre,58.7,www.whsmith.co.uk,34-35,Devon,EX4 3NJ,Exeter District,1392434677.0,291912.6,92752.8,9480725,48812979,09,48,0725,Retail,"Household, office, leisure and garden",Stationery and office supplies
Guildhall Shopping Centre,,,,Exeter,,53.4,www.guildhallshoppingexeter.co.uk,,Devon,EX4 3HP,Exeter District,1392201910.0,291910.0,92706.0,9480708,48936453,09,48,0708,Retail,"Household, office, leisure and garden",Shopping centres and retail parks
Mortimers Jewellers,,,,Exeter,Queen Street,16.4,www.mortimersjewellers.co.uk,87,Devon,EX4 3RP,Exeter District,1392279994.0,291994.0,92772.0,9480712,48963541,09,48,0712,Retail,"Household, office, leisure and garden",Art and antiques
This Is It,,,,Exeter,High Street,28.6,www.thisisitstores.co.uk,193,Devon,EX4 3DU,Exeter District,1392479517.0,291920.0,92613.0,9480685,48976804,09,48,0685,Retail,"Household, office, leisure and garden",General household goods
Music Unlimited,,,,Exeter,Queen Street,16.7,www.musicunlimitedexeter.co.uk,4 The Crescent Exeter Central Station,Devon,EX4 3SB,Exeter District,1392251846.0,291889.0,92909.0,9480690,48862365,09,48,0690,Retail,"Household, office, leisure and garden",Musical instruments
Russell & Bromley Ltd,Russell & Bromley,,,Exeter,High Street,22.7,www.russellandbromley.co.uk,26,Devon,EX4 3LN,Exeter District,3454501865.0,292142.0,92734.0,9460657,49849425,09,46,0657,Retail,Clothing and accessories,Footwear
Nationwide Building Society,Nationwide,,,Exeter,Bedford Street,10.4,www.nationwide.co.uk,2,Devon,EX1 1LT,Exeter District,8005540428.0,292151.0,92728.0,2090138,54734191,02,09,0138,Commercial services,Legal and financial,Banks and building societies
Royal Bank of Scotland,RBS,,,Exeter,Southernhay West,18.2,personal.rbs.co.uk/personal.html,South Walk Broadwalk House,Devon,EX1 1TZ,Exeter District,3457242424.0,292315.0,92651.0,2090138,54744131,02,09,0138,Commercial services,Legal and financial,Banks and building societies
Terry Smyth Painting Contractors,,,,Exeter,33 Longbrook Street,10.1,www.terrysmyth.co.uk,First Floor Business House,Devon,EX4 6AW,Exeter District,1392436907.0,292313.0,93071.0,2030054,54488894,02,03,0054,Commercial services,Construction services,Painting and decorating services
Stephen Rogers Consulting Engineer,,,,Exeter,Longbrook Street,15.0,,53,Devon,EX4 6AS,Exeter District,1392427906.0,292326.0,93134.0,2060085,54574838,02,06,0085,Commercial services,Engineering services,Civil engineers
Heighway Field Associates,,,,Exeter,Castle Street,29.8,,2 Bradninch Court,Devon,EX4 3PL,Exeter District,1392490800.0,292164.0,92910.9,2040063,64104056,02,04,0063,Commercial services,Consultancies,Architectural and building-related
Vision Express,Vision Express,,,Exeter,High Street,38.8,www.visionexpress.com,232,Devon,EX4 3NE,Exeter District,1392213373.0,292091.0,92773.0,5280344,78547798,05,28,0344,Education and health,Health practitioners and establishments,Optometrists and opticians
HSBC,HSBC,,,Exeter,High Street,29.3,www.hsbc.co.uk/1/2/,250,Devon,EX4 3PZ,Exeter District,3457404404.0,292237.0,92866.0,2090138,80813730,02,09,0138,Commercial services,Legal and financial,Banks and building societies
Next,Next Retail Plc,,,Exeter,Eastgate,17.2,www.next.co.uk,1,Devon,EX1 1GB,Exeter District,3330055138.0,292296.8,92850.5,9460656,80829312,09,46,0656,Retail,Clothing and accessories,Clothing
Purity Boutique Spa,,,,Exeter,Cathedral Close,14.1,www.purityboutiquespa.co.uk,3,Devon,EX1 1EZ,Exeter District,1392420027.0,292112.8,92643.1,2100156,85510842,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
Fat Face,Fat Face,,,Exeter,Princesshay,69.1,www.fatface.com,4,Devon,EX1 1GE,Exeter District,1392982018.0,292294.4,92774.4,9460656,85537518,09,46,0656,Retail,Clothing and accessories,Clothing
Sound in Theory,,,,Exeter,Gandy Street,8.6,www.soundintheory.co.uk,25-26,Devon,EX4 3LS,Exeter District,1392499498.0,292018.0,92795.0,2080117,78360348,02,08,0117,Commercial services,"IT, advertising, marketing and media services",Computer systems services
HM Prison & Young Offenders Institution Exeter,,,,Exeter,New North Road,25.6,,,Devon,EX4 4EX,Exeter District,1392415650.0,291952.5,93166.2,6330424,78313717,06,33,0424,Public infrastructure,Central and local government,Prisons
Simon Vacher Film,,,,Exeter,Gandy Street,40.0,www.simonvacherfilm.com,Bradninch Place,Devon,EX4 3LS,Exeter District,7765488101.0,292007.6,92861.3,2080122,78301399,02,08,0122,Commercial services,"IT, advertising, marketing and media services",Film and video services
Mountain Warehouse,Mountain Warehouse,,,Exeter,High Street,15.4,www.mountainwarehouse.com,38,Devon,EX4 3LN,Exeter District,1392435513.0,292068.0,92683.0,9480686,85622149,09,48,0686,Retail,"Household, office, leisure and garden","Hobby, sports and pastime products"
Northernhay Clinic,,,,Exeter,Northernhay Street,17.5,www.northernhayclinic.com,39,Devon,EX4 3ER,Exeter District,1392259101.0,291857.0,92809.0,5280333,85570485,05,28,0333,Education and health,Health practitioners and establishments,Foot related services
NatWest,NatWest,,,Exeter,High Street,16.6,personal.natwest.com/personal.html,Exeter Bank Branch 59,Devon,EX4 3DL,Exeter District,3457888444.0,291988.0,92614.0,2090138,85590333,02,09,0138,Commercial services,Legal and financial,Banks and building societies
Costa Coffee,Costa,,,Exeter,Bedford Street,16.2,www.costa.co.uk,12,Devon,EX1 1LL,Exeter District,1392258540.0,292179.0,92687.0,1020013,91418173,01,02,0013,"Accommodation, eating and drinking",Eating and drinking,"Cafes, snack bars and tea rooms"
Moss Bros,Moss Bros,,,Exeter,Princesshay,43.4,www.moss.co.uk,14,Devon,EX1 1GE,Exeter District,1392270520.0,292234.7,92715.8,9460656,85611497,09,46,0656,Retail,Clothing and accessories,Clothing
Erin Cox Jewellery,,,,Exeter,Castle Street,6.8,www.erincox.co.uk,14,Devon,EX4 3PT,Exeter District,1392660836.0,292163.6,92869.1,2140214,85634485,02,14,0214,Commercial services,Research and design,Design services
Bradleys Estate Agents,Bradleys Estate Agents,,,Exeter,North Street,14.2,www.bradleys-estate-agents.co.uk,47,Devon,EX4 3QR,Exeter District,1392427948.0,291888.0,92597.0,2110190,91386689,02,11,0190,Commercial services,Property and development services,Property sales
Solicitors Title,,,,Exeter,Gandy Street,5.9,www.solicitorstitle.co.uk,17a,Devon,EX4 3LS,Exeter District,1392207900.0,291984.0,92818.0,2090154,96541449,02,09,0154,Commercial services,Legal and financial,"Solicitors, advocates and notaries public"
Halifax,Halifax,,,Exeter,High Street,23.5,www.halifax.co.uk,1 Roman Gate 252,Devon,EX4 3PZ,Exeter District,3457203040.0,292278.4,92886.8,2090138,96549114,02,09,0138,Commercial services,Legal and financial,Banks and building societies
Regen,,,,Exeter,Castle Street,42.3,www.regen.co.uk,Accountancy Plus Bradninch Court,Devon,EX4 3PL,Exeter District,1392494399.0,292178.0,92911.0,2040063,96554889,02,04,0063,Commercial services,Consultancies,Architectural and building-related
3Store,Three,,,Exeter,High Street,20.7,www.three.co.uk,244,Devon,EX4 3NZ,Exeter District,1392273740.0,292178.6,92813.8,9480726,97770068,09,48,0726,Retail,"Household, office, leisure and garden",Telephones and telephone cards
Seasalt,Seasalt,,,Exeter,Gandy Street,10.7,www.seasaltcornwall.co.uk,24,Devon,EX4 3LS,Exeter District,1392433033.0,292013.0,92805.0,9460656,103279032,09,46,0656,Retail,Clothing and accessories,Clothing
Vodafone Store,Vodafone UK,,,Exeter,High Street,26.5,www.vodafone.co.uk,246,Devon,EX4 3NZ,Exeter District,8080408408.0,292183.0,92824.1,9480726,103264939,09,48,0726,Retail,"Household, office, leisure and garden",Telephones and telephone cards
Interaction Recruitment,Interaction Recruitment,,,Exeter,Waterbeer Street,29.6,www.interactionrecruitment.co.uk/,22b,Devon,EX4 3EH,Exeter District,1392427666.0,291939.0,92632.0,2050078,103816969,02,05,0078,Commercial services,Employment and career agencies,Employment agencies
Paperchase,Paperchase,,,Exeter,High Street,21.6,www.paperchase.com/en_gb/stores/exeter.html,36,Devon,EX4 3LN,Exeter District,3330167153.0,292077.0,92682.0,9480725,103286629,09,48,0725,Retail,"Household, office, leisure and garden",Stationery and office supplies
David Field Wealth Management Ltd,,,,Exeter,Southernhay West,15.7,,24,Devon,EX1 1PR,Exeter District,1392273431.0,292308.5,92614.4,2090147,103272177,02,09,0147,Commercial services,Legal and financial,Financial advice services
Jodi Locks,,,,Exeter,Queen Street,26.3,www.jodilocks.co.uk,3a Central Station Buildings,Devon,EX4 3SB,Exeter District,1392274400.0,291885.6,92928.7,2100156,103309497,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
Cafe Rouge,Cafe Rouge,French Restaurant,Restaurant Type,Exeter,Bedford Street,10.2,www.caferouge.com,24,Devon,EX1 1GJ,Exeter District,1392251042.0,292219.0,92656.0,1020043,103310143,01,02,0043,"Accommodation, eating and drinking",Eating and drinking,Restaurants
Nails 4 U,,,,Exeter,North Street,16.5,,49,Devon,EX4 3QR,Exeter District,1392425447.0,291898.7,92591.4,2100156,103812070,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
Chandos Deli,Chandos,,,Exeter,Roman Walk,45.4,,1,Devon,EX1 1GN,Exeter District,1392437379.0,292291.0,92738.0,9470665,103820057,09,47,0665,Retail,"Food, drink and multi item retail",Delicatessens
Jack Wills Ltd,Jack Wills,,,Exeter,High Street,16.8,www.jackwills.com,65-67,Devon,EX4 3DT,Exeter District,3439092269.0,291960.2,92588.4,9460656,103821294,09,46,0656,Retail,Clothing and accessories,Clothing
Rohan,Rohan,,,Exeter,Bedford Street,7.5,www.rohan.co.uk,36,Devon,EX1 1GJ,Exeter District,1392277502.0,292264.0,92624.0,9460656,104539981,09,46,0656,Retail,Clothing and accessories,Clothing
Garton King,,,,Exeter,North Street,10.6,www.gartonking.com,19,Devon,EX4 3QS,Exeter District,1392254945.0,291821.0,92629.0,9480721,104558778,09,48,0721,Retail,"Household, office, leisure and garden",Domestic appliances
Simpkins Edwards,,,,Exeter,Castle Street,7.0,www.simpkinsedwards.co.uk,Michael House,Devon,EX4 3LQ,Exeter District,1392211233.0,292195.6,92856.1,2090135,104569244,02,09,0135,Commercial services,Legal and financial,Accountants and auditors
Merlin Accountancy Services,,,,Exeter,Longbrook Street,9.1,www.merlin-accountants.co.uk,33,Devon,EX4 6AW,Exeter District,1392272972.0,292314.0,93071.0,2090135,107655669,02,09,0135,Commercial services,Legal and financial,Accountants and auditors
Sainsbury's,Sainsbury's,,,Exeter,Guildhall Shopping Centre,46.1,www.sainsburys.co.uk,26-28,Devon,EX4 3HH,Exeter District,1392432741.0,291861.8,92674.0,9470819,108276866,09,47,0819,Retail,"Food, drink and multi item retail",Supermarket chains
G M-design,,,,Exeter,Castle Street,29.8,www.gm-design.co.uk,Bradninch Hall,Devon,EX4 3PL,Exeter District,1392340460.0,292164.0,92910.9,2080117,108337275,02,08,0117,Commercial services,"IT, advertising, marketing and media services",Computer systems services
Game,Game,,,Exeter,,135.9,www.game.co.uk,Unit1 Guildhall Centre,Devon,EX4 3HP,Exeter District,1256784000.0,291904.4,92641.2,9480686,110620741,09,48,0686,Retail,"Household, office, leisure and garden","Hobby, sports and pastime products"
The Charcoal B B Q Company,,,,Exeter,Castle Street,6.6,,12,Devon,EX4 3PT,Exeter District,7980601691.0,292150.9,92884.8,2070098,108356784,02,07,0098,Commercial services,Contract services,Catering services
Mortimers Jewellers,,,,Exeter,Queen Street,16.4,www.mortimersjewellers.co.uk,87,Devon,EX4 3RP,Exeter District,1392201856.0,291994.0,92772.0,2140214,109079115,02,14,0214,Commercial services,Research and design,Design services
Radiance Medispa,,,,Exeter,New North Road,21.5,www.radiancemedispa.co.uk,Augustus House,Devon,EX4 4HL,Exeter District,1392277799.0,291983.0,93124.0,2100156,109074727,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
Lefroy Beauty Therapy,,,,Exeter,Gandy Street,8.2,www.lefroybeautytherapy.co.uk,Musgrave House,Devon,EX4 3LS,Exeter District,1392438516.0,292037.7,92774.4,2100156,109074054,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
ASK Restaurants,ASK,Italian Restaurant,Restaurant Type,Exeter,Cathedral Close,16.4,www.askitalian.co.uk,5,Devon,EX1 1EZ,Exeter District,1392920202.0,292127.0,92635.0,1020043,109097744,01,02,0043,"Accommodation, eating and drinking",Eating and drinking,Restaurants
Isabelle Montagu,,,,Exeter,Castle Street,9.7,www.isabellemontagu.com,14,Devon,EX4 3PT,Exeter District,1392274694.0,292161.0,92877.0,9460656,109103015,09,46,0656,Retail,Clothing and accessories,Clothing
Just Waxing UK,,,,Exeter,North Street,8.6,www.justwaxinguk.co.uk,20,Devon,EX4 3QS,Exeter District,1392428105.0,291819.0,92634.0,2100156,109101518,02,10,0156,Commercial services,"Personal, consumer and other services",Hair and beauty services
TSB Bank Plc,TSB,,,Exeter,High Street,21.8,www.tsb.co.uk,6,Devon,EX4 3LF,Exeter District,1392275045.0,292245.0,92809.0,2090138,110621004,02,09,0138,Commercial services,Legal and financial,Banks and building societies
Elite Training,,,,Exeter,New North Road,11.1,www.elitetrainingsouthwest.co.uk,Beaufort House,Devon,EX4 4EP,Exeter District,1392425163.0,292264.0,92992.0,5320403,108324692,05,32,0403,Education and health,Recreational and vocational education,Training providers and centres
Hollister,Hollister,,,Exeter,Princesshay,55.8,www.hollisterco.com/shop/uk,13,Devon,EX1 1GE,Exeter District,1392278942.0,292244.0,92724.0,9460656,108295122,09,46,0656,Retail,Clothing and accessories,Clothing
Yo! Sushi,Yo! Sushi,Japanese Restaurant,Restaurant Type,Exeter,Bedford Street,9.3,www.yosushi.com,8,Devon,EX1 1LL,Exeter District,1392331340.0,292175.7,92700.1,1020043,108300409,01,02,0043,"Accommodation, eating and drinking",Eating and drinking,Restaurants
Optical Express Ltd,Optical Express,,,Exeter,New North Road,14.2,www.opticalexpress.co.uk,First Floor Brittany House,Devon,EX4 4EP,Exeter District,8000232020.0,292260.0,92941.0,5280344,114138156,05,28,0344,Education and health,Health practitioners and establishments,Optometrists and opticians
Set 2 Recruit,,,,Exeter,Castle Street,42.3,www.set2recruit.com,Bradninch Court,Devon,EX4 3PL,Exeter District,1392496496.0,292189.0,92912.0,2050078,111213458,02,05,0078,Commercial services,Employment and career agencies,Employment agencies
Exeter Castle,,,,Exeter,Castle Street,71.1,,Exeter Castle,Devon,EX4 3PU,Exeter District,1392420703.0,292088.8,92990.8,1020012,111218133,01,02,0012,"Accommodation, eating and drinking",Eating and drinking,Banqueting and function rooms
Cote,Cote,French Restaurant,Restaurant Type,Exeter,Cathedral Yard,16.2,www.cote-restaurants.co.uk,19-21,Devon,EX1 1HB,Exeter District,1392433406.0,292026.0,92619.0,1020043,114138968,01,02,0043,"Accommodation, eating and drinking",Eating and drinking,Restaurants
Las Iguanas,Las Iguanas,American Restaurant,Restaurant Type,Exeter,Queen Street,14.8,www.iguanas.co.uk,79-81,Devon,EX4 3RP,Exeter District,1392210753.0,291961.3,92809.3,1020043,114126426,01,02,0043,"Accommodation, eating and drinking",Eating and drinking,Restaurants
Southern Financial Planning,,,,Exeter,Southernhay West,20.8,,20,Devon,EX1 1PR,Exeter District,1392439009.0,292296.0,92588.0,2090147,114126347,02,09,0147,Commercial services,Legal and financial,Financial advice services
Artigiano,Artigiano,,,Exeter,High Street,20.2,www.artigiano.uk.com,248,Devon,EX4 3PZ,Exeter District,1392499169.0,292230.3,92850.0,1020013,114133799,01,02,0013,"Accommodation, eating and drinking",Eating and drinking,"Cafes, snack bars and tea rooms"
Exeter Library,,,,Exeter,Castle Street,54.2,,Exeter Central Library New Buildings,Devon,EX4 3PQ,Exeter District,1392384218.0,292068.2,92839.5,6340458,111232916,06,34,0458,Public infrastructure,Infrastructure and facilities,Libraries
Warren James (Jewellers) Ltd,Warren James,,,Exeter,Guildhall Shopping Centre,115.8,www.warrenjames.co.uk,8,Devon,EX4 3HP,Exeter District,1392498448.0,291899.6,92678.6,9460659,111228995,09,46,0659,Retail,Clothing and accessories,Jewellery and fashion accessories
Surridge Gallery,,,,Exeter,Bedford Street,15.2,www.surridgegallery.co.uk,11,Devon,EX1 1GG,Exeter District,1392477722.0,292242.0,92669.0,3170813,118116811,03,17,0813,Attractions,Historical and cultural,Art galleries
The White Company,The White Company,,,Exeter,High Street,31.6,www.thewhitecompany.com,230,Devon,EX4 3NE,Exeter District,1392409306.0,292072.0,92748.0,9480685,118129760,09,48,0685,Retail,"Household, office, leisure and garden",General household goods
Reed Specialist Recruitment,Reed,,,Exeter,High Street,15.0,www.reed.co.uk,50-52,Devon,EX4 3DJ,Exeter District,1392262670.0,292016.0,92640.9,2050078,124024237,02,05,0078,Commercial services,Employment and career agencies,Employment agencies
Dorset Devon & Cornwall C R C,,,,Exeter,Little Queen Street,12.9,www.ddccrc.co.uk,Queens House,Devon,EX4 3LJ,Exeter District,1392474100.0,292018.0,92764.0,6330425,123134240,06,33,0425,Public infrastructure,Central and local government,Probation offices and police support services
